id,comment,Label
7079,#ENTERTAINMENT Who is your favourite Bollywood mother?,0
7080,There is a difference between being a goon and being branded as a goon by congress and other so called secular minded parties ..... these are all desperate statements by pro anti national elements who are shivering in their boots....will he talk in the same tenor about Owasi Brothers who are a big pain in this nation as they have not done any justice to minorities but only spend time vomiting venom upon Hindus,1
7081,Who will be be headeding 100 Pakistani soldiers?? TV channel? Or through Yoga,1
7082,solar powered cooking reduces cooking gas -reduces L.P.G demand,0
7083,Shame on Indian Express,1
7084,"Indian express paper is one the waste paper in India, it got disappeared from market,",1
7085,"SENSEX FLEW ""TOOOOOO HIGH""...WITHOUT ""THEORIES""...LET'S SEE HOW LONG...""IF IT CAN FLY TO MARS""...BECAUSE IT'S NOT SATISFIED....",0
7086,If this fellow have spine let him face elections and win loksabha seat instead of entering parliament via back door.,0
7087,Fathered by Bangladeshi Muslim ??,0
7088,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",1
7089,Yes definitely berger paint would be a multi bagger for long term,0
7090,printing new notes cost money and those banned costed and was all waste .. why dosent he get forign bank details of his political party people,1
7091,& gau rakshaks for violence against minorities,1
7092,"WTF is this??? How r v, the meritorious general category public supposed to survive???",1
7093,"Azam Khan shud refer to the Congress to which dogs were they referring to! Modiji just passed a repartee to khadge's comments ! Azam Khan, as usual, adding fuel to the fire! He & his breed will not let peace prevail between the two communities!",1
7094,"ARUNACHAL PRADESH, INDIA - HIDDEN GATEWAY for CHINA'S NEED OF SUSTAINABLE GLOBAL RIPARIAN TRANSPORTATION SYSTEM ======================================= Arunachal Pradesh of india, the land of rising sun, undisputed beauty queen of Nature & powerhouse of hydropowers is always been a bone of contention between India & China. But why china is so adament to have Arunachal Pradesh as part of Tibet ? Is it mere Riligioustic or Geo-politics or Militaristics or Expansionist mindset of China ? Why China is playing a zero-sum game knowing fully well that India will not part with Arunachal Pradesh at any cost ? It is undoubtedly clear to everybody that the CORE GROWTH ENGINE of china's economy has been SUSTAINABLE RIPARIAN TRANSPORTATION SYSTEM which has two componants as LOCAL & GLOBAL features. It is the GLOBAL FEATURE which makes ARUNACHAL PRADESH of India via NAGALAND as GATEWAY for china to the SHORTEST riparian transportation system based upon RIVER KALADIN of MYANMAR to the BAY of BENGAL (through Sittwe Sea Port of Myanmar which will eventually form KOLKATA-DHAKA-SITTWE economic corridor powered by 'BANGLADESH-BHUTAN-INDIA-NEPAL MULTILATERAL HIGHWAY' linked with INDIA-MYANMAR-THAILAND TRILATERAL HIGHWAY thereby effectively replacing NORTH EAST of INDIA as HUB of ACT EAST POLICY of INDIA with BENGAL, INDIA) as current global riparian transportation system takes too much times & distances to cover. That is why CHINA keeps disputing the ARUNACHAL PRADESH thereby giving much irritation to the India and preventing both powerhouses to realise full mutual prosperities. But this ZERO-SUM game can be reversed by MIGHTY RIVER BRAHMAPUTRA. Having RORO facility at DHUBURI & elevated the status of DHUBURI, ASSAM, INDIA to the status of INTERNATIONAL SPECIAL ECONOMIC ZONE , river brahmaputra can provide peaceful & sustainable riparian solution to above discussed problem and for this both India & China Government have to build following multilateral economic corridor powered by inland, road & rail networks (taking both Bangladesh & Bhutan Government on-board) , namely , ""DHAKA-DHUBURI-THIMPHU-LHASA-BEIJING (DDTLB) ECONOMIC CORRIDOR "".",1
7095,It is to be blamed saffron goons only They act as their own despicable law and law enforcers see and keep mum on their atrocities.We are living in a society face changed from human to versatile self dominated devil.,1
7096,We got to see nice move. But we actually don't know what's ur reason for such move. But I can say one thing it was not executed properly.,1
7097,wise man,0
7098,Don't give importance because Turkey is real friend of Pakistan not our ...he support pakistan in many forums due to Muslims,0
7099,They are worse than Taliban terrorist backed up and blessed by current regressive government... Leading nation at global level. Only solution is execution of Cow-ward terrorist the same way how they did to other. Otherwise India is already in dark ages.. from developing nation to under developed is proof where we are at global level and where we are heading.,1
7100,Yes and BCCI is playing with Indian sentiment in favour of extra money. It is true... BCCI only sees money and not cricket quality or love of the fans...,1
7101,RSS should be declared a hindu terrorist organisation.,1
7102,Those who can't give justice to there women should not speak on others matter,1
7103,BJP Govt need only foreign money from Indian workers in abroad But Not take care of them Where is sushma? VK sing and Indian embassy?,1
7104,Shia is better Islam than Sunni..,1
7105,"DIGITAL INDIA JOB Earn money with your smartphone work daily 2 hours per day earn rs 500 to 600 daily life changing opportunity type ""JOIN"" & send to my whatsapp number 09464061516",0
7106,Political parties are allowed to deposit old notes. .they are exempted why?,1
7107,You seem to be an expert in that ˜‚,1
7108,thanx anuj and sonia for view on bank nifty and maruti,0
7109,Azaan ali are u sure who's supporting isis when ur people are waving both isis and paki flag both on right and left hand,0
7110,People with problem of. Diffrent religion s. Should go on moon,1
7111,"Mr. Reddy, please sometimes think of your shareholders also. We invest hard earned money.",0
7112,Ambitious Plan! Courageous Declaration! Enormous Challenge! Js 6 yrs - time flies fast!,1
7113,"1.Apurv Anand and there will be guys like you sitting on the fence , sermonising people on both side of the fence? ha ha ha 2.on his show, he gives choices which are intended to insult anyone chosen or left out. kangana was different. she told the truth right on his gay face.",1
7114,Gud one but im buying the future today for cheap or bargain price,0
7115,We should use offensive defensive strategy doctrine.learn lessons from Israel ..and give free hand to security forces and covert missions inside pak to bleed Pakistan.,0
7116,I am eagerly waiting... Thank u soooooo much!!!!,0
7117,"Sonia, what scripts you would suggest from the Banking Sector",0
7118,He isn't a social worker. He is a BJP agent,1
7119,"Your words is a huge admission that you were, are & will remain irrelevant in this country. This country no longer supports your version of secularism.",1
7120,Agra Lucknow express way was part of Ganga express way project of Mayawati government and Metro project was also from mayawati government extensio of Delhi nodia metro project. Akilesh just taking credit of maywati government projects and changed names..,1
7121,Since 9500CE HAS 2nd highest OI and support at 8800/ 8700 .So is it better to be a BULL for short term even before election?,0
7122,Poison hasare,1
7123,ICICI had assisted Akanksha Foundation in its early years for its developmental projects to the underprivileged . Wishing success to the organisation in their endeavours !,0
7124,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",1
7125,I think these would be terrific alternative to sleeping. Could get rid of the tv. Get the cost down to $10 a night. We could use about 5000 of them in Portland!,0
7126,Happy new year ekta What view of NDFC company stock view,0
7127,and we give this banana in the gand of endian randians,1
7128,I miss you Sorry,0
7129,New entrant for the market.. advice few shares to be in portfolio,0
7130,Bakwaas news!! He is not muslim so he is allowed yaarrrr....,0
7131,u are destroying kerala ˜ ˜ ˜,1
7132,"RSS is the best thing that ever happened to INDIA, think about that. JAI HIND.",0
7133,Great man u r sir Salute to my pm Love u sir,0
7134,All this data given by congress is useless we have to take stern action against these millitants,1
7135,U and ur company have all the potential to make this country great again,0
7136,"""Swacch Bharat Abiyan"" is an initiative of our government has became very popular out side of our country. Bravo!",0
7137,how many people get killed by cpm party supporters in keral in one month?,1
7138,Gujratis have always been ill treating their fellow state people just because they are of different faith. Now see how people r justifying this by remembering kashmir. What a sick minded people.,1
7139,what he said is 100% true,1
7140,Pakistani forces has done cowardice act.Indian forces will give strong reply to dirty pak tricks of provocation.,0
7141,"Lotus is our national flower. I like the lotus very much it doesn't mean I like BJP. What the hell! The people of present India cannot live happily not because they have no reason to be happy, it is because their happiness are eclipsed by some selfish citizens seeking to provide advantages to a party by linking things with party politics. I cannot enjoy 'orange colour' because it is said to be colour of BJP. what are these happening everywhere? Did BJP get copyright on Lotus or Orange colour?",1
7142,Why pinned hope he never support kejri.,1
7143,"""Zombies"" started to ""eat"" each other , okay finish it soon!!!!",1
7144,This guy is the brand ambassador of MRF (Mentally retarded fellows).,1
7145,What about global headwings.... Are its gud enough to keep long,0
7146,Lol SERIOUSLY!!,0
7147,Dont look like a bad person atleast in these pics...maybe media overrated that one issue...,1
7148,Here are the top stories this morning,0
7149,in 1971 the demonetization move is just like blocking the water tank but now it's like opening the damage don't compare....,1
7150,I think Indian Express team is working only in BJP ruled areas and pointing out each and everything against the BJP ruled states If anyone feels what I am telling is wrong Request you to plz check this page of all reports u will find only BJP against news,1
7151,"If this becomes a reality , we could save a lot of time & money .",0
7152,nice job by mumbai indians,0
7153,"subsidies should be given to PV module manufacturing companies and R&D companies in solar , energy efficient production system.",0
7154,Too good Megha... Keep it up. All the best. Love you... ˜‘‘,0
7155,"When cat close its eyes, the cat think the world is dark.First Modi need to ban all religious fundamental groups irrespective of any religion.",1
7156,Hope he will take the tata into a new level. hashtag. hashtag,0
7157,Modi ji plzz organize a nationwide BURNOL CAMP after Demonetization nation needs it .... Lol...,1
7158,"Worst thing ...u are totally out of mind,if we Muslims ever told u to turn off loudspeaker ...u don't deserve to b a part of society,u have no right to talk about any religion as u urself doesn't know what its reaction is,itz like divide and rule..",1
7159,ex pm spoke jst wt he has to speak as opposin member.other than ntng,0
7160,Suzlon do you.think can run now after being an disaster for soo many years,0
7161,Haha well ladies first Sukhna Chhabra it would a dream to meet her ƒƒ,0
7162,Shameful act !,1
7163,It is ur dream. Your parents were also see like dreams,1
7164,"You have been outspoken, and thats amazing",0
7165,Thats only u guyes can do.....keep singing !!,0
7166,"My son,30yrs.,is bank employee.He is posted in interior, since last 4 yrs.because he is not transferred,he got in to depression, basically he is negative by nature.,non cooperative with manager.Presently he is under severe depression,He has taken to psychiatrist,&also responded to the treatment.However he discontinuing the treatment.pl.advice what to do.Thanks.",0
7167,"REAL GOD : MOTHER AND FATHER..... "" 16 MINUTES : WORLD PEACE MISSION "" @ @url LORD BUDDHA FOR PEACE, NON VIOLENCE AND HUMANITY..... @url SACRED GUJARAT : PUNY BHUMI GUJARAT..... GO GREEN : PURE VEGETARIAN FOOD AND COW PROTECTION MOVEMENT..... WE CREATE ""WELFARE"", NOT ""WEALTH""..... 03 GENERATION'S GOLDEN PIONEERING SOCIAL WELFARE HISTORY..... LINK OF PINKALBHAI KISHORBHAI BHATT: @url THE FOUNDER - PRESIDENT OF MANAV DHARM PARIVAR'S HUMANITY RELIGION..... ""SOCIAL WELFARE CREATION"", HISTORY OF THE FOUNDER - PRESIDENT PINKALBHAI KISHORBHAI BHATT'S FAMILY..... SIMPLE LIVING SOCIALLY DEDICATED THREE GENERATIONS ARE WELL KNOWN AND FAMOUS AS AN ETHICAL LOYAL COMMUNITY..... OUR ""REVATATWASI AAUDICHYA TOLAK GUJARATI BRAHMMIN FAMILY"", HAS A UNIQUE SOCIAL IDENTITY OF SUCCESSFUL DELIVERY OF ETHICS, PRINCIPLES AND VIRTUES OF HUMANITARIAN VALUES OF PEACE, EQUALITY, COMMITMENT, HONESTY, HARMONY, SIMPLICITY, HUMANITY, INTEGRITY AND SACRIFICE FOR OUR GREAT IDEOLOGY OF ""HINDU NATION"", WITH A SIMPLE SANSKRIT MANTRA OF ""VASUDHAIV KUTUMBKAM"" BASED PIONEERING HISTORY OF SOCIAL WELFARE CREATION..... 1]. KISHORBHAI KANTILAL BHATT..... FATHER OF THE FOUNDER - PRESIDENT : PROFILE : SOCIAL WORKER AND AN EMPLOYEE OF BEST PSU : PUBLIC SECTOR BANK OF HINDUSTAN KNOWN AS SBI : STATE BANK OF INDIA..... IN 1973, OUR THE FOUNDER - PRESIDENT PINKALBHAI KISHORBHAI BHATT'S FATHER ""KISHORBHAI KANTILAL BHATT"" WAS AMONG PIONEERS OF ""BHARTIYA JAN SANGH"" IN M.S.UNIVERSITY OF VADODARA, WHEN ""ATAL BIHARI VAJPAYEEJI"" WAS STRUGGLING AGAINST CONGRESS IN POLITICS AS THE PRESIDENT OF ""BHARTIYA JAN SANGH""..... DURING 1973 - 1974, ""KISHORBHAI KANTILAL BHATT"", AS A PIONEER OF ""BHARTIYA JAN SANGH"" IN M.S.UNIVERSITY OF VADODARA, HAD WON STUDENT UNION ELECTIONS OF C.R AND F.R WITH THE NICK NAME OF ""VAJPAYEE"" TO PROMOTE IDEOLOGY OF ""BHARTIYA JAN SANGH"" AND PRESIDENT ATAL BIHARI VAJPAYEEJI IN M.S.UNIVERSITY..... 2]. NALINBHAI KANTILAL BHATT..... UNCLE OF THE FOUNDER - PRESIDENT : PROFILE : VETERAN SOCIAL WORKER AND PIONEER OF RSS, VHP, ABVP, BJP AND JAN SANGH'S ""HINDU NATION"" IDEOLOGY SINCE 1967..... IN 1975, UNCLE OF OUR FOUNDER - PRESIDENT, NALINBHAI KANTILAL BHATT FACED CRUCIAL IMPRISONMENT STRUGGLE DURING CONGRESS RULED SHAMEFUL DEMOCRATIC TRAGEDY OF ""EMERGENCY""..... AFTER 1975, NALINBHAI KANTILAL BHATT BECAME DEPUTY MAYOR OF SANSKARI NAGARI - VADODARA CITY, HEALTH AND EDUCATION MINISTER OF GUJARAT STATE, AND SO MANY OTHER KEY RESPONSIBILITIES AT THE NATIONAL LEVEL WHICH RESULTED IN TO SO MANY WELL WISHERS & FRIEND'S CIRCLE AT THE NATIONAL AND INTERNATIONAL LEVEL..... 3]. KANTILAL LABHSHANKAR BHATT..... GRAND FATHER OF THE FOUNDER - PRESIDENT : PROFILE : SOCIALLY DEDICATED SIMPLE LIVING SALARIED PERSON. NATIVE PLACE : ""SHINOR"", RIVERFRONT OF NARMADA, GREAT GUJARAT. 4]. ASHOKBHAI RAMANLAL PANDYA..... MATERNAL UNCLE OF THE FOUNDER - PRESIDENT : PROFILE : A SUCCESSFUL CAREER ADVISOR OF BEST PSU : PUBLIC SECTOR UNIT LIFE INSURANCE COMPANY, ""LIC OF INDIA""..... SOCIAL WORKER AND SECRETARY OF BJP OF VADODARA CITY. 5]. RAMANLAL MANEKLAL PANDYA..... MATERNAL GRAND FATHER OF FOUNDER - PRESIDENT : PROFILE : SIMPLE JOB CLASS SOCIAL SUPPORTING PERSON. NATIVE PLACE : ""BHALOD"", RIVERFRONT OF NARMADA, GREAT GUJARAT. 6]. PINKALBHAI KISHORBHAI BHATT..... THE FOUNDER - PRESIDENT OF MANAV DHARM PARIVAR'S HUMANITY RELIGION. PROFILE : AN AGENT OF ""LIC OF INDIA"" AND INVESTMENT CONSULTANT. QUALIFICATION : B.COM, P.G.D : POST GRADUATION DIPLOMA IN BANKING AND M.COM - BANKING AND BUSINESS FINANCE..... SOCIAL WORK ACTIVITY GUIDANCE AND ACADEMIC ASSOCIATION WITH FACULTY OF SOCIAL WORK OF M.S.UNIVERSITY OF VADODARA..... ""WORLD PEACE MISSION"" : AN INTERNATIONAL INITIATIVE TO MAKE ""TEARLESS HUMAN BEINGS"" WORLDWIDE FOR ALL RELIGIONS AND COMMUNITIES..... ""VASUDHAIV KUTUMBKAM"" : HINDU, MUSLIM, CHRISTIAN, BUDDHIEST, SIKH, JAIN, PARSI, JEWISH, SHINDHI, BAHAI ETC..... FOR MORE PLEASE CONTACT THE FOUNDER PRESIDENT, PINKALBHAI KISHORBHAI BHATT @user..... ""WORK IS WORSHIP""..... WE ARE NOT POLITICAL PARTY OR POLITICAL ORGANIZATION..... WE ARE DETERMINED FOR PEACE, HARMONY, HAPPINESS, BROTHERHOOD, TRUTH, JUSTICE, HUMANITY & WELFARE OF HUMAN BEINGS WORLDWIDE FOR ALL RELIGIONS, COMMUNITIES & NATIONS..... WE ARE ALL NORMAL MIDDLE JOB CLASS / ORDINARY FARMERS / AGRICULTURE LABORERS / SMALL PRODUCT MANUFACTURERS & TRADERS / LIFE NECESSARY SERVICE PROVIDERS / SIMPLE SHOP KEEPERS / HARDWORKING HAWKERS AND STRUGGLING VENDOR FAMILY SOCIAL WORKERS, DOING SOCIAL WORK ACTIVITIES WITHOUT COLLECTING ANY DONATION / CHARITY FUND..... WE ARE NOT HIGH PROFILE CAPITALISTS / CORPORATE PERSONS / ENTREPRENEURS AND INDUSTRIALISTS..... WE DO NOT HAVE ANY PROFIT MAKING RICH BUSINESS CLASS LIFE STYLE AMENITIES / WEALTH CREATION / PROPERTY MAKING OR ESTABLISHING GIANT EMPIRE PURPOSE..... YOU CAN SUPPORT US BY TAKING LIFE INSURANCE OF LIC OF INDIA FROM FOUNDER PRESIDENT PINKALBHAI KISHORBHAI BHATT BECAUSE LIC OF INDIA IS A BEST P.S.U : PUBLIC SECTOR UNIT OF GOVERNMENT OF INDIA AND LIFE INSURANCE IS A GREAT SOCIAL WORK ACTIVITY WHICH PROVIDES SAVING, RISK COVER & TAX BENEFIT. WE HAVE OTHER FINANCIAL SERVICES OF LIFE & GENERAL INSURANCE, MUTUAL FUND, LOANS & FINANCE FACILITY, INVESTMENT CONSULTANCY, FIXED DEPOSITS AND FOREX LIKE FACILITIES..... -: ONE LIFE'S ONE MISSION : HUMANITY AND WELFARE OF HUMAN BEINGS..... PINKALBHAI KISHORBHAI BHATT, THE FOUNDER - PRESIDENT OF MANAV DHARM PARIVAR'S HUMANITY RELIGION. FACEBOOK PAGE : www.facebook.com/humanityreligion ""WORLD PEACE MISSION"" on Youtube : Please Click below given links. 1]. @url and 2]. @url 3]. @url",0
7168,Madhya Pradesh: Dogs Eat Up Patient's Body In Govt. Hospital,1
7169,such internationalist must be grinded.,1
7170,"Hahahaha, What made you think I am Pakistani? My difference of Opinion? Grow up Kid.",1
7171,It is true.,1
7172,"The opposition so far unseen but emerging now was a proof that ""certain developments our rivals don't desire are happening in the party"", Sasikala said.",0
7173,"because, I know the truth. I'm not expecting any award or reward from him. If you have any information share with us. We are ready to learn from you.",0
7174,"#Opinion hashtag: India has a racism problem, particularly against Africans, and it is in denial.",1
7175,Anna is with Modi.,0
7176,"I am from pak waziristan .,..... jey lalita is very gaert lidor in india",0
7177,"Vishnu Sreevalsan on this mother's day you can greet them. ""Hope your mummy stays yummy this mother's day.""",1
7178,Well said Saurabh..Mr Ali as far as i know Mr Manmohan Singh is a very educated man but what he gave to this country?? A basket full of Curruption & scandals...Unlike the present PM who is hardly educated but still if you like guys like Ex PM and Congress party then bro can't help.,1
7179,Sapna & sundar gre8t initiatives for India to go digital,0
7180,Get a sound proof hime if you can afford. Would be hard to live with a mediocre voice in this era,1
7181,Big lead for BJP in Uttar Pradesh in early counting,0
7182,So it's not just the US (or Trump). Even the Muslim Brotherhood is also banning the extrimist breeding countries.,1
7183,Lol ˜‚˜‚˜‚˜‚˜‚ Most of the IITians fly to USA? lol.,1
7184,Morons like you are the product of incest and inbreeding among cousins,1
7185,"These sick minded people are just attention seekers, don't give such importance to these psychopaths. This kind of illness can't be cured. Just leave them as it is.",1
7186,that is why he described his army as hijra his govt as hijra becuz they were not able to protect their women in the past,1
7187,"It's not only about secularism, it's about choice between individual liberty and social liberty, it's constitutional right that everyone could follow religion in his own way but point is that social liberty always prior to individual one . So follow religion which not harm or disturb social atmosphere. We have to respect social sense of responsibility too. Now it's depends upon society, at which degree they wish to cooperate .",1
7188,Secularism has no meaning as Hindu majority guarantees secularism,0
7189,"Allegation becomes truth once, it has proof. I'm not getting why u missing the simple logic Master.",0
7190,"As elections are over, let us see the whole DEMONETISATION issue through the eyes of CHANDRABABU NAIDU Ji & NILKANJi (Conceptor & Implementor of ADHAR !! ) supported by Electronic Clusters in Central India infused with US's TRUMP CONSERVATIVE POLICY having eyes upon 2019 ”",0
7191,Same as BJP will win in Bihar 2015 election!!!,1
7192,He has submitted himself into BJP hands.. Why? Anyone's guess.. Maybe some personal issues from his earlier life before he acquired the saintlike status.. Anyway his current behaviour is shameless..,1
7193,You can't spend an hour with a puppy and rush off to work :x,1
7194,"The big myth on tax payers in India Data from a Chartered Accountants group....... Mr Jetly said during his budget speech that we are largely a tax compliant society and presented that only 3.7 crores are filling ITRs in this poor country with 125 crore population . The reply by CAs : Sir, We have 82 crore voters - 75% are agriculturists ,61.5 crores ( You exempted them directly but, they can also buy cars , bunglows etc as you quoted.. your political counterparts are also enjoying this) Balance.......... 20.5 crores Less: 24% BPL class ( Below poverty line) 15 crore population ( which is non agriculturist and non BPL) .. Less : Senior Citizens, Non working wives, unemployed youths, below taxable income earners...political class..(say 75%) ... in a typical indian family only 1 earning member and 5/6 are dependent on him.... Balance (15-11.25)=3.75 crores is the earning class ... which can file ITRs and ... they are already filling it.... .... so almost no gap as Mr Jetly is stressing unnecessarily without knowing his country₪“˜˜± if Looser Jetly wants more people's to come into tax net ...then... instead foolishly resorting to only rampant raids, surveys...notices... scrutiny ..... demonetisations etc etc terrorism ... he should defy his negative bureaucrats and ....... 1. Introduce simple Income Tax on Agricultural Income on large landlords ( Say 10 Acres plus ) - you can add 26% of Agriculturists as tax payers ( Politicians are also enjoying this ) 2. Instead of introducing 5000/10000 penalties on late filers of IT return ... Come out with positive approach and introduce incentives to IT return filers ( learn from Pakistan, IT assessee gets discount in purchase of Car ) 3. Introduce Privilege card to those paying taxes above certain limit.. privilege card to entitle assessee with benefits like Priority quota in railway tickets , Use of airport lounges, subsidised medical facilities, etc etc... *let Tax payers feel proud* 4. Introduce medical insurance / life insurance on basis of average ITR filled... like coverage upto twice of Gross Income in ITR filled for mediclaim and ten times risk cover in case of life insurance 5. Introduce Pension after 65 yrs of age on the basis of tax paid by tax payer during his working life.. Let honest taxpayers get certain direct benefits.... As on today, 3.3% of Indian population is filling ITRs as compared to 8% of China...adding large agriculturists to Income Tax may shoot the figure to more than 10% .... it may help you to cool your tax terrorism mindset and a tax compliant nation ...˜ *LET'S SPREAD THIS TO HONEST TAX PAYERS*",1
7195,"I think the bike is being assembled now, till then this crap is presentedto entertain us.",1
7196,"Let us accept the fact that We have a mini Pakistan here & many pro Pakistani anti national elements exists within the country. Which are being funded by enemy countries to weaken the integrity,peace & security of the nation by the help of few heavyweight traitors in politics. Be it in North- east, Kashmir or Hyderabad as long as a large section of fringe elements for their short term political or monetary gains prefer to destabilize the economy or national integrity following the support of external forces, resolving the issue of Pakistan or China will be a distant dream for Mr Modi & his associates. Unless the rotten fishes are taken out from the pond we cannot expect a clean system.",0
7197,"#ieWorld The officials said one of those shot is a minor, and none of the injuries is life-threatening.",0
7198,India's economic growth not dependent only on exports: Commerce Minister,0
7199,GREAT <3 <3,0
7200,What will happen to breweries stock like UBL because of Supreme Court ban???,1
7201,cpm is a pain,1
7202,Its a very serious issue if government is planning to make aadhar identity mandatory,0
7203,"So what big deal. Chara chor Lalu Yadav convicted by court out on bail by Supreme court,bhadwa journos of RNDTV are ready to give blow job to him any time in the name of so called secularism",1
7204,@url stop this nonsense University is the place of study not a place to establish islamic religious identity !!! Be liberal or be terrorists .... By liberty we get APJ Kalam by bigotry we get only terrorist.....,1
7205,All these achievement are because of demonitization. BJPshould repeat it once more to eliminate total corruption and Black money if any is left.,0
7206,yes very much,0
7207,Isn't there a law against loud music/sound ...beyond certain decibels loudspeakers should not be allowed ...,1
7208,"alhamdulillah , mashallah even muslim countries are now scared of radical islamists .",1
7209,Seshaiyan said that normal embalming procedure was followed to preserve the body.,0
7210,Common man is getting only 2000 from bank spending his whole day......on the other hands news are coming....in places new Rs.2000 notes in crores of rupees are being seized. ...how some people have received new rs 2000 notes in crores of rupees...what is govt clarification for this ...or some favourable section was provided benefits in advance....,1
7211,Who is this bloke? Never heard his name before.,0
7212,What about Goa please ????? This is for only 2019 . Chaddi dharis have no respect for cow . Had it been so they would have banned in Goa and North East. THIS IS ONLY election purpose for 2019 and nothing else .,1
7213,when is india cements results and what are the expectations,0
7214,This was bound to happen. TheInternational court does not allow death sentence to be carried out.,0
7215,in sarey netayo ko border par bhaijo ladney k liye fir pta chlega jindgi kya hoti h roj marwa rahey h jawano ko aur ye dukh parkat kar rahey pakistan ko sabak sikhayo nahi to dub mro,1
7216,We give u place to live and now u r talking against Pak. I m also from Afghani tribe. I hate India and Afghani like u. Go to hell Ahmedzai,1
7217,"*Trump's first day at the Oval Office after being elected President.* First briefing by the CIA, Pentagon, FBI: Trump: We must destroy ISIS immediately. No delays. CIA: We cannot do that, sir. We created them along with Turkey, Saudi, Qatar and others. Trump: The Democrats created them. CIA: We created ISIS, sir. You need them or else you would lose funding from the natural gas lobby. Trump: Stop funding Pakistan. Let India deal with them. CIA: We can't do that. Trump: Why is that? CIA: India will cut Balochistan out of Pak. Trump: I don't care. CIA: India will have peace in Kashmir. They will stop buying our weapons. They will become a superpower. We have to fund Pakistan to keep India busy in Kashmir. Trump: But you have to destroy the Taliban. CIA: Sir, we can't do that. We created the Taliban to keep Russia in check during the 80s. Now they are keeping Pakistan busy and away from their nukes. Trump: We have to destroy terror sponsoring regimes in the Middle East. Let us start with the Saudis. Pentagon: Sir, we can't do that. We created those regimes because we wanted their oil. We can't have democracy there, otherwise their people will get that oil - and we cannot let their people own it. Trump: Then, let us invade Iran. Pentagon: We cannot do that either, sir. Trump: Why not? CIA: We are talking to them, sir. Trump: What? Why? CIA: We want our Stealth Drones back. If we attack them, Russia will obliterate us as they did to our buddy ISIS in Syria. Besides we need Iran to keep Israel in check. Trump: Then let us invade Iraq again. CIA: Sir, our friends (ISIS) are already occupying 1/3rd of Iraq. Trump: Why not the whole of Iraq? CIA: We need the Shi'ite govt of Iraq to keep ISIS in check. Trump: I am banning Muslims from entering US. FBI: We can't do that. Trump: Why not? FBI: Then our own population will become fearless. Trump: I am deporting all illegal immigrants to south of the border. Border patrol: You can't do that, sir. Trump: Why not? Border patrol: If they're gone, who will build the wall? Trump: I am banning H1B visas. USCIS: You cannot do that. Trump: Why? Chief of Staff: If you do so, we'll have to outsource White House operations to Bangalore. Which is in India. Trump (sweating profusely by now): What the hell should I do as President??? CIA: Enjoy the White House, sir! We will take care of the rest! ˜‚˜‚",0
7218,Some people have habit demoralise Indian army.It does not make any difference.Powers had not been delgated to indian army. Now Government has given the free hand to army. Now see the result.By the grace of god Indian army has never lost the war with Pakistan.It has always won war.,1
7219,"Politicians only believe in phote sessions they never try to uplift & development of boards, organisations, players including",1
7220,"Every IT company has a client profile unique to itself. If Infy and TCS were treated as market leaders to even WIPRO then it was and is wrong. INFY and TCS need not and should not rally with WIPRO rally. Market reaction will be company specific in a matured market. There's no fooling thru market or cheer leaders,,",1
7221,"And actually she has never had a career, so her perspective isn't of consequence yet ... her choices are her own but just because a successful actress like Kareena Kapoor works after having a baby and Mrs Shahid Kapoor doesn't it really is of no consequence ... work is not always just a necessity ... it is often a passion and this person obviously hasn't found it yet ... good luck to her :P",1
7222,"this should be a larger issue of our country than secularism, hindutva, gou politics etc, but it very unfortunate that no party comes to raise...",1
7223,It's sad....How in the long run they have ripped apart retail shareholders and they get away with. Essar Steel went from public to private....NRI shareholders not able to exit. No response from company.,0
7224,@user & gong......beside dare to stand on this as well @url,1
7225,Pls view on Pharma sector like SUN PHARMA & LUPIN?,0
7226,No bosses over there take fare actions . Employee who are onroles they treat the person working on 3rd party payrole as their servant,0
7227,"Pak always violate all International Laws but I fully believed on Indian Army they don't these sacrifices in Vain and feel ashamed on Political leaders always showing condolence ,their is no need to Condolence but need to Action on Ground. Hats off my Soldiers..RIP",0
