id,comment,clean_comment,Label
5266,Thank you Jio...For such a wonderful experience. I wish the connectivity improves . Congratulations for a brilliant start,thank jio for wonderful experience wish connectivity improves congratulations brilliant start,0
5267,"my Bharat buzy in dealing with tirple talak,cow ,Muslim",bharat buzy dealing tirple talak cow muslim,0
5268,Congress ruled 70 years by dividing the nation and national leaders amongst themselves.,congress ruled years dividing nation national leaders amongst themselves ,1
5269,2 time national best actor and three time special jury award. You know what is the prob:these Bollywood fans are jealous of malayali perfection which they won't achieve in the near future, time national best actor three time special jury award know prob these bollywood fans jealous malayali perfection achieve near future,1
5270,Modiji now its time to give control in the hands of Army.....,modiji time give control hands army ,1
5271,"What is this, you can't even spell our Respected PM's name??? hashtag",this can even spell respected pm name hashtag,1
5272,It has to be a 'military 'retaliation and not diplomacy. Paskistan does not believe in diplomacy because they don't believe in it. They believe in combat with weapons that were given to them free by their coalition partners viz U S and some middleeast countries. They have no money to buy weapons, diplomacy paskistan believe diplomacy believe it believe combat weapons given free coalition partners viz u middleeast countries money buy weapons,1
5273,a very common scene in Punjab. for real life exp plz travell on ferozepur-Amritsar highway (y) lol.,common scene punjab real life exp plz travell ferozepur amritsar highway y lol ,0
5274,Fcuk off Shikha Sharma,fcuk shikha sharma,1
5275,Thank you and wishing the same to CNBC TV18 and viewers,thank wishing cnbc viewers,0
5276,"The people like him , that's all that matters",people like that matters,0
5277,This is time invest in bank stock specially SBI & Icici?,time invest bank stock specially sbi icici ,0
5278,"you used your power as CM for 15 years and looted bihar, and now your son is looting. mr prasad everybody knows what you had done for bihar, so please shut your dirty mouth and sit at home.",used power cm years looted bihar son looting mr prasad everybody knows done bihar please shut dirty mouth sit home ,1
5279,Remove caste based reservation introduce economy based reservation automatically corruption I'll come down,remove caste based reservation introduce economy based reservation automatically corruption i come,1
5280,Good thing coming for the free loader loafers and usurpers.Of course the secular press will exaggerate it to the sky.,good thing coming free loader loafers usurpers of course secular press exaggerate sky ,1
5281,He is totally mad..due to No earnings.so please let him leave some peace.,totally mad due earnings so please let leave peace ,1
5282,"Instead of being a successful woman professionally, be a successful mother, wife, daughter.",instead successful woman professionally successful mother wife daughter ,1
5283,"Sukma naxal attack: Irked by entourage bursting crackers, family of CRPF jawan Sher Mohammed refuses to meet BJP MLA V Solanki",sukma naxal attack irked entourage bursting crackers family crpf jawan sher mohammed refuses meet bjp mla v solanki,0
5284,Great vision ! Real role model for young people . Simple man with a great mind .,great vision real role model young people simple man great mind ,0
5285,Shame for u for writing such comment. Try to have full information before writing this. Don't support cow smugglers.,shame u writing comment try full information writing this support cow smugglers ,1
5286,"Proud be an Indian when we have highly talented people like Sunder, Satya and modi",proud indian highly talented people like sunder satya modi,0
5287,"Enlish is NOT the official language of the United States, nor will it ever be. Puerto Ricans are Americans,.their first language is Spanish, and we have indigenous languages etc. The United States is NOT Israel. We have different laws and needs. We are certainly not a so-called ""Christian"" nation nor have we ever been. . You should read more.",enlish official language united states ever be puerto ricans americans their first language spanish indigenous languages etc united states israel different laws needs certainly so called christian nation ever been read more ,0
5288,Sad but true... Indian Cows have more protection than brave Indian soldiers :(,sad true indian cows protection brave indian soldiers ,1
5289,We actually need strict application of laws for such senseless drivers ..,actually need strict application laws senseless drivers ,0
5290,let our ulamahs anouce jihad for all and c the sea of jihadis againest amirican dogs,let ulamahs anouce jihad c sea jihadis againest amirican dogs,1
5291,I have 500 Inox leisure @user.. sell or hold, inox leisure sell hold,0
5292,they are not cowards this is the reality media is showing wrong,cowards reality media showing wrong,1
5293,Demonetization was a good step by BJP.. but not planned well,demonetization good step bjp planned well,1
5294,This appears to be just another case of road rage which happens every where in Bharat especially Delhi. The Wagon R is damaged on both sides. The occupants may also be powerful people like (now )powerful Mr.Tiwari. VIP culture has since been abolished by PM,appears another case road rage happens every bharat especially delhi wagon r damaged sides occupants may also powerful people like now powerful mr tiwari vip culture since abolished pm,0
5295,The new criminal trend gripping the country: carry out any crime under the label of love for the Indian Army: The army should take this seriously,new criminal trend gripping country carry crime label love indian army army take seriously,1
5296,Super movie,super movie,0
5297,Never allow one to define you...never follow anyone blindly......usually alone people only changed the world ....look all great inventions....... ..history is replete with such instances......,never allow one define you never follow anyone blindly usually alone people changed world look great inventions history replete instances ,0
5298,Plz tell manmohan won which election....u made him pm....but no one cried,plz tell manmohan election u made pm but one cried,1
5299,Delhi too witnessed the hottest morning of the season in the past five years.,delhi witnessed hottest morning season past five years ,0
5300,"To the genius's, total wealth of a country is not exactly the best parameter to judge, per person income will drop India and China way down on the list. 22 million Australians have little more wealth than 1.5 billion Indians, just to put things in perspective",genius total wealth country exactly best parameter judge per person income drop india china way list million australians little wealth billion indians put things perspective,1
5301,Is there a chance for big bear market as pe ratio is nearing 24 and we havent had a big bear market after 2008,chance big bear market pe ratio nearing havent big bear market ,0
5302,"science of governing or craft of governing needed in all states, all level -irrespective of party ..issue based politics is what happens in all state -siberian crane news",science governing craft governing needed states level irrespective party issue based politics happens state siberian crane news,0
5303,"So what? Stop this nonsense, the whole world is eating beef. Go and stop them if you have the courage to do it.",what stop nonsense whole world eating beef go stop courage it ,1
5304,"in collecting this money of which 90% will be legal white, 3 lakh crore worth man days were wasted.. That's why this country is great.. Here one junk Yoga guru becomes economic advisor...!!!!",collecting money legal white lakh crore worth man days wasted that country great one junk yoga guru becomes economic advisor ,0
5305,"Financial closure of road projects a hurdle, have met bankers on this: Nitin Gadkari",financial closure road projects hurdle met bankers this nitin gadkari,0
5306,Wife is not meat.. Meat doesn't have its right but wife has.. You can choose meat to eat or not but you can't just throw your wife if you are married..,wife meat meat right wife has choose meat eat can throw wife married ,1
5307,He is absolutely right .. I salute him.. People are afraid to speak against these mad guys... The loudspeakers on the mosques have become a real nuisance.. When will these idiots understand...,absolutely right salute him people afraid speak mad guys loudspeakers mosques become real nuisance idiots understand ,1
5308,Do you see further upside in SBI in near term from current levels?,see upside sbi near term current levels ,0
5309,Dialogue with pakistan must stop and surgical strike should be done.we should ignore what Digvijay singh had said,dialogue pakistan must stop surgical strike done we ignore digvijay singh said,1
5310,Saumya Jain,saumya jain,0
5311,"SIR, SORRY YOU HAVE CREATED MONSTOR FOR INDIA-WE ALL HAVE TO PAY BUT BAD DAYS WILL BE OVER WITH MR MODI TEAN, PL DO NOT REPET MISTAKE AGAIN",sir sorry created monstor india we pay bad days mr modi tean pl repet mistake,1
5312,"I think this guy is having a bad memory,he doesn't know demonatisatiion took place in 1978 n Cong black money was wiped out",think guy bad memory he know demonatisatiion took place n cong black money wiped,1
5313,But e1 infosys making 52 week low so shld b avoid infosys too anuj, infosys making week low shld b avoid infosys anuj,0
5314,We have abided by the Supreme Court order: Pawan Goenka,abided supreme court order pawan goenka,0
5315,We have congregational prayers,congregational prayers,1
5316,"@url Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.", dear indian express feel sorry write journalists misinterpret events present distorted manner make sensational headlines news upcoming singer nahid afreen prepared without proper research investigation sad see journalists even know difference fatwa appeal fatwa non binding legal opinion issued qualified jurist mufti request someone unable understand religious guidelines whereas leaflet circulated presented fatwa hard copy appeal signed men believe religious practices merit appeal discussed many grounds many dimensions first foremost appeal called legal opinion fatwa expect apology side mistake ,1
5317,This selfish mad dog who married Farah Khan double his age only and only for money should first introspect himself before saying anything .,selfish mad dog married farah khan double age money first introspect saying anything ,1
5318,Don't worry now we will send some Sex Toys not only for P.M. Modi's wife but also for the wives of those soldiers who killed by their own Barbarian Army to blame Pakistan. ......#SexToys,worry send sex toys p m modi wife also wives soldiers killed barbarian army blame pakistan sextoys,1
5319,some arabic disgrace....use pork piss Son And have pork tikka then with some pork nihari.....as per chapter number 47 verse 99,arabic disgrace use pork piss son pork tikka pork nihari as per chapter number verse ,1
5320,Will u plz take views Jain irrigation n dvr.. been msging since the start,u plz take views jain irrigation n dvr msging since start,0
5321,One more down the drain!,one drain ,1
5322,"Arn""t bullocks family of cow",arn t bullocks family cow,0
5323,Good .congratulations to our senior Advocate and to madam Sushma swaraj,good congratulations senior advocate madam sushma swaraj,0
5324,And they say muslims women are kept at highest regard.,say muslims women kept highest regard ,1
5325,India should carryout surgical strike in a press conference.....easy beasy!!!,india carryout surgical strike press conference easy beasy ,0
5326,See my Diwakanam photos Facebook my account or YouTube DIVITI VENKATESHWARLU,see diwakanam photos facebook account youtube diviti venkateshwarlu,0
5327,This all issue created by India Because India don't want to solve the problem in Kashmir ....,issue created india india want solve problem kashmir ,0
5328,i love my mum,love mum,0
5329,"It is the culture of Pakisthan to destroy temples of other religion, hence, all Hindusthanis will hate Pakisthan. No religion says to destroy temples.",culture pakisthan destroy temples religion hence hindusthanis hate pakisthan religion says destroy temples ,1
5330,Ratan Sir.....thank you so much....we are overwhelmed.....was a useless fellow,ratan sir thank much we overwhelmed was useless fellow,0
5331,Shld c to the performance ... to chck if it can compete with ROYAL ENFILED,shld c performance chck compete royal enfiled,1
5332,#ERROR!,error ,0
5333,Its good sir...it should ban....,good sir it ban ,1
5334,"It is remain to be seen how INC (UP-UTTARAKHAND-MANIPUR) will attract FIRST TIME highly tech savy voters towards the INC as spikes in the recent UP poll pc points to the massive participation of this section in the poll. Moreover, MANN KI BATE directly points to this section relentlesly”",remain seen inc up uttarakhand manipur attract first time highly tech savy voters towards inc spikes recent poll pc points massive participation section poll moreover mann ki bate directly points section relentlesly,0
5335,Ppl cried by Trump name now see most of them have shut their mouths,ppl cried trump name see shut mouths,1
5336,Everything by force in a democracy is a wrong one .,everything force democracy wrong one ,0
5337,"Yes,very true,SP compromised and see where it took them,in garbage dump!!!.˜˜˜",yes very true sp compromised see took them in garbage dump ,1
5338,You can also tune into YouTube to watch the event: @url,also tune youtube watch event ,0
5339,"Pakistan may wrongly thinking that Pak is a superior nation with support of China or some big nation's , but Pak forgetting that every nation recognize Pak because fear about strong Indian nation as neighbor , so it is Pak duty to respect India if not it will become one more afgan or Syria ..... So be careful pak ....",pakistan may wrongly thinking pak superior nation support china big nation pak forgetting every nation recognize pak fear strong indian nation neighbor pak duty respect india become one afgan syria careful pak ,0
5340,Grow up from ur radical RSS mentality man,grow ur radical rss mentality man,1
5341,r u guys from dis university? Gaurav Seth PJ Anshu Mishra Shubham Singh,r u guys dis university gaurav seth pj anshu mishra shubham singh,0
5342,„ The announcement comes after an expert committee recently pointed out the damage to the Yamuna floodplains. „ Osam-post ₪ Indian Express ₪ „ Add Close ֲ» Indian Express <3 Like Comment back <3 :o <3 Sahilbd.tk <3 :o, announcement comes expert committee recently pointed damage yamuna floodplains osam post indian express add close indian express like comment back o sahilbd tk o,0
5343,All your videos get stuck at some point what's the fun of making these.Have a good internet connection or a good phone to make these.,videos get stuck point what fun making these have good internet connection good phone make these ,0
5344,LOL who is trying to go to kuwait????,lol trying go kuwait ,0
5345,He should shift his home to Himalayas..... There would be no cacophony...Only euphony of birds chirping... Becoz he will not be allowed to spread such intolerance and hatred for other religious beliefs in a secular and diverse country like India.,shift home himalayas would cacophony only euphony birds chirping becoz allowed spread intolerance hatred religious beliefs secular diverse country like india ,1
5346,Give some multibagger tips for 2017? From the smallcap space.,give multibagger tips smallcap space ,0
5347,Some ppl dnt understand these thngs...thy can only blame our pm...thy want chnge with out any chnge...good job sir...salute,ppl dnt understand thngs thy blame pm thy want chnge chnge good job sir salute,1
5348,Soniya.. whats your expectation from today's FOMC meet? Hike is certainly not on cards but how do you expect yellen's commentary?,soniya whats expectation today fomc meet hike certainly cards expect yellen commentary ,0
5349,please comment on rain industry regarding today stellar result,please comment rain industry regarding today stellar result,0
5350,If hdfcbank give 20%Cagr for next 10yrs it will be far bigger then JPMORGAN,hdfcbank give cagr next far bigger jpmorgan,0
5351,"He is here for business,their companies wants to invest in the construction industry but not been able to enter....",business their companies wants invest construction industry able enter ,0
5352,And CNBC thinks that this is an important news? ??,cnbc thinks important news ,0
5353,what presume in 2014election.your marty got maximum seat or party of kirti jha azad .whey p m still from other party think your party have chance to got majority.,presume your marty got maximum seat party kirti jha azad whey p still party think party chance got majority ,0
5354,Hy i'm Florida follow me if you want to good friendship with me.i'm making new friends.....,hy i florida follow want good friendship me i making new friends ,0
5355,"you statement is vague, thus, doesn't make sense in the least. please revise.",statement vague thus make sense least please revise ,1
5356,U take up queries of ur friends n relatives only...,u take queries ur friends n relatives only ,0
5357,Thank God he has gone.. He was a really dumb fellow who does that know how to change rules according to conditions..he was like working against Indian interests..,thank god gone really dumb fellow know change rules according conditions he like working indian interests ,1
5358,why dis defence minister not doing any thing for themm ??? why tey r stting back put there hand cut,dis defence minister thing themm tey r stting back put hand cut,0
5359,Hpw much is actually spend...u know how Deepa took training...then where do the crores go...,hpw much actually spend u know deepa took training then crores go ,0
5360,"Wow, if you are looking for someone who clearly knows NOTHING about Jews, look no further - Jeremy Mason is your guy!!! ˜‘˜‘˜‘ hashtag hashtag",wow looking someone clearly knows nothing jews look jeremy mason guy hashtag hashtag,1
5361,How long is it gonna take to launch the dominor.,long gonna take launch dominor ,0
5362,Should I sell RBL n dmart I have both of ipo,sell rbl n dmart ipo,0
5363,Where is owaisi and mamta begum now?,owaisi mamta begum now ,1
5364,Denying Rajendra Prasadential Form of Government was a Nehruvian Blunder,denying rajendra prasadential form government nehruvian blunder,1
5365,Vikas Giri hahahahahahahaha this behave you deserved it we know how to deal india,vikas giri hahahahahahahaha behave deserved know deal india,0
5366,"Watch this man will perform , he will be a task master and will root out corruption from top to bottom ,",watch man perform task master root corruption top bottom ,1
5367,Abhishek Bubu Swain Try to take up from him sooner Debasis Bal you cooperate for Abhi ˜˜˜‚˜‚,abhishek bubu swain try take sooner debasis bal cooperate abhi ,0
5368,"Change your paper name to Pakistan express, there are many important issues don't promote porki beggars",change paper name pakistan express many important issues promote porki beggars,1
5369,How would you compete with Rio (Reliance)? Look at price and features Rio is offering with hand set,would compete rio reliance look price features rio offering hand set,0
5370,Martyred.....not killed,martyred not killed,1
5371,Asrar Nazir Taimoor the lame was also a Turko Mongolian..,asrar nazir taimoor lame also turko mongolian ,0
5372,Because these schools are owned by people having political background they will never bow down.. And the govt will keep its mouth shut regarding its fee.. Only common people suffer,schools owned people political background never bow down govt keep mouth shut regarding fee common people suffer,1
5373,Your history is the history of cheating and lying and enchrosing into others right.,history history cheating lying enchrosing others right ,1
5374,It's good time for UP.Let he m go to hell,good time up let go hell,1
5375,Krishna yes you accept it. this is a surgical strike from pak,krishna yes accept it surgical strike pak,0
5376,"Rohit hi, now govt should take a strong decision against the internal enemies. Bastar is a beautiful place of chhattisgarh.",rohit hi govt take strong decision internal enemies bastar beautiful place chhattisgarh ,0
5377,Do you think bank nifty upmove is gona continue till this weekly expiry?,think bank nifty upmove gona continue till weekly expiry ,0
5378,You are mentally ill i will give a shock so that your brain will work properly,mentally ill give shock brain work properly,1
5379,Any thing to grab bigger fishes.... Y everything for poor and middle class.... Modi G,thing grab bigger fishes everything poor middle class modi g,1
5380,Great move to curb black money.. acche din has already arrived,great move curb black money acche din already arrived,0
5381,"For Anna his own 'reputation' is much more important than anything else!!! Wither his supposedly venerated humanitarian values and his resolve to cleanse the political canvas through his fight for an impartial Lok Pal???A Z-secure environment from where he issues statements against his Eklavvya-like student Arvind Kejriwal seems to be his only occupation now! Annaji, i thought at your age the ego takes a backseat but your ego...????!!!Annaji, still we are grateful to you for the churning..manthan..of the socio-politico scene four years back from which the elixir of an Arvind emerged as a saviour of the poor and the humble!!",anna much important anything else wither supposedly venerated humanitarian values resolve cleanse political canvas fight impartial lok pal a z secure environment issues statements eklavvya like student arvind kejriwal seems occupation now annaji thought age ego takes backseat ego annaji still grateful churning manthan of socio politico scene four years back elixir arvind emerged saviour poor humble ,0
5382,I don't agree with Mr Singhvi ... Good that Ratan Tara is back under present circumstances ..... . ..,agree mr singhvi good ratan tara back present circumstances ,0
5383,Long live modi ji......the lotus will spread its fragrance this time₪—₪—₪—₪—,long live modi ji the lotus spread fragrance time,0
5384,"kalbhoshan had 6 months to appeal, he was not going to b hanged immediately, so stay is useless at this stage",kalbhoshan months appeal going b hanged immediately stay useless stage,0
5385,want to sell 2 lot of crude oil as intraday,want sell lot crude oil intraday,0
5386,"Then who d blody hell done this cruelty basterds.. we never forget what Ct. Kalia have faced in 1999 at Kargil... His eyes,ears,bones .... Everything have lost ... U dirty predators..",blody hell done cruelty basterds never forget ct kalia faced kargil eyes ears bones everything lost u dirty predators ,1
5387,ilove u,ilove u,0
5388,"What indian can do Now???? They can dream & Type bombastic comment to hide from Shame, Good Continue Bakistanis Enjoys it much ˜˜‚˜‚",indian now dream type bombastic comment hide shame good continue bakistanis enjoys much ,0
5389,Mr Jaitley has to do some balancing acts in view of the upcoming assembly polls.The union budget is not expected to be entirely corporate friendly.The govt. is considering waiving off interest on loans taken by farmers .A marginal rise in train fares is likely as the govt. is considering providing social security to coolies who constitute unorganised work force. More than 70 percent of indirect tax collections has come from the oil and gas sector which has seen rise in international prices.The govt. should stop announcing immunity for black money hoarders any more as frequent announcements of immunity raises question about the strength of govt.'s enforcement machinery.,mr jaitley balancing acts view upcoming assembly polls the union budget expected entirely corporate friendly the govt considering waiving interest loans taken farmers a marginal rise train fares likely govt considering providing social security coolies constitute unorganised work force percent indirect tax collections come oil gas sector seen rise international prices the govt stop announcing immunity black money hoarders frequent announcements immunity raises question strength govt enforcement machinery ,0
5390,So from now on. SADHUS and Sanyasis abandoned their Tapasya in jungle and mountains. They are now either politicians or businessmen. Thousands of young persons gave their lives never look after the positions after independence. But now those are supposed to uplift the characters of general public they themselves hankered after position and money.,on sadhus sanyasis abandoned tapasya jungle mountains either politicians businessmen thousands young persons gave lives never look positions independence supposed uplift characters general public hankered position money ,1
5391,Hahaha those who argue modi the coward man to do something are world foolish peoples. Modi can killed only unarmed innocent Muslims in india. He can't thing even in dream to face pakistan now.,hahaha argue modi coward man something world foolish peoples modi killed unarmed innocent muslims india can thing even dream face pakistan now ,1
5392,I won't support this sudden change why they need to do sudden change,support sudden change need sudden change,1
5393,Kunthavi Kalachelvam what did you react to this,kunthavi kalachelvam react,0
5394,"It's a stupid thing, to see every single thing in a communal angle.",stupid thing see every single thing communal angle ,0
5395,Can we accept next Thursday to be good for bulls ? After two days of NSE close.,accept next thursday good bulls two days nse close ,0
5396,"OMG. Indians are masters of blaming others for their failure. It seems majority population is not influenced or learned from Ramayana, Gita, Mahabharat, upnishad, Puran, But they get everything from movies. Ha ha",omg indians masters blaming others failure seems majority population influenced learned ramayana gita mahabharat upnishad puran get everything movies ha ha,1
5397,Poisonous gas inhaling lead to death of seven workers in Maharashtra,poisonous gas inhaling lead death seven workers maharashtra,1
5398,I did not say wht others should speak I gave my view and i set my question who ever can answer they answer who ever cannot tht is their wish there is no hard m fast rule because whn he was thePM no one opened their mouth now tht he is not everyone questions his silence,say wht others speak gave view set question ever answer answer ever cannot tht wish hard fast rule whn thepm one opened mouth tht everyone questions silence,1
5399,Unbelievable!,unbelievable ,0
5400,Nice,nice,0
5401,"”India's No. 1 Work From Home Job No Investment Required, •Only 2-3 hours working and earn :copyright:Rs 500 - 1000 per day. Totally Geniune. We need serious candidates,Type ""JOB"" and send on this WHATS APP number +918444867178",india no work home job investment required only hours working earn copyright rs per day totally geniune need serious candidates type job send whats app number ,0
5402,Every governmental work or agreement done in the name of President. You are so stupid,every governmental work agreement done name president stupid,1
5403,This PM doesn't give respect to house n democracy finally people . Hitler style n India will std.,pm give respect house n democracy finally people hitler style n india std ,1
5404,Only 8 teams in Cricket–•˜‚ Indian Express says Competing teams˜‚˜‚˜‚, teams cricket indian express says competing teams,0
5405,Remember when we all used to squeeze into the back seat... Good times,remember used squeeze back seat good times,0
5406,In weak market still force motor forcing to go up,weak market still force motor forcing go,0
5407,I believe maggy is a brand tat capture the consumers psychology,believe maggy brand tat capture consumers psychology,0
5408,"Do Modi and his Government care for 85% average people of India who voted them in 2014??? NO hashtag hashtag in India to create upper caste Brahmins & Jain Shah Financial lobby in India to rule PM of India Modi and Finance Minister Arun Jately are Employed as Promoters of IT Giants Microsoft, Apple, Google, Jio Ambani in India and Jewish masters Rothschild Family Here is a quote from Meyer Rothschild, of the Jewish banking cartel known as the Rothschilds: Give me control over a nations currency, and I care not who makes its laws “ Baron M.A. Rothschild hashtag credit card Worldwide was a cooperative owned by the more than 25,000 financial institutions that issue its branded cards. hashtag Credit Card Visa Inc. (/ֻˆviֻzֹ/ or /ֻˆviֻsֹ/) (also known as Visa, stylized as VISA) is an American multinational financial services corporation headquartered in Foster City, California, United States.It facilitates electronic funds transfers throughout the world, most commonly through Visa-branded credit cards and debit cards. Nilson Report, a publication that tracks the credit card industry, found that Visas global network (known as VisaNet) processed 100 billion transactions with a total volume of US$6.8 trillion.",modi government care average people india voted hashtag hashtag india create upper caste brahmins jain shah financial lobby india rule pm india modi finance minister arun jately employed promoters giants microsoft apple google jio ambani india jewish masters rothschild family quote meyer rothschild jewish banking cartel known rothschilds give control nations currency care makes laws baron m a rothschild hashtag credit card worldwide cooperative owned financial institutions issue branded cards hashtag credit card visa inc viz vis also known visa stylized visa american multinational financial services corporation headquartered foster city california united states it facilitates electronic funds transfers throughout world commonly visa branded credit cards debit cards nilson report publication tracks credit card industry found visas global network known visanet processed billion transactions total volume us trillion ,1
5409,"RJ Noronha ""And let's also ignore the fact that the most developed state in India, Kerala, has a long history of Communism"" In which world? Most developed states in India are Maharashta and Tamil Nadu who have never voted for commies, only place where kerala is ahead is producing cheap labour for gulf. Whats the benefit of education system wid no jobs. On per capita its 11 th and Bengal is 21st with 33 years on uninterrupted communist rule. Own up to your failures",rj noronha and let also ignore fact developed state india kerala long history communism world developed states india maharashta tamil nadu never voted commies place kerala ahead producing cheap labour gulf whats benefit education system wid jobs per capita th bengal years uninterrupted communist rule failures,1
5410,"Yes thats my point too. Money is not the issue but political advantages are. This way or that way there are loop holes in everything. May be so much money was allotted but was it used effectively? No one knows. I just hope that every athlete is honored the same way like the winners. It would be an inspiration n encouragement for next generation of athletes. Most of the talented athletes come from under privileged, poor socioeconomic background. They fight odds to represent our nation internationally they deserve respect n appreciation too.",yes thats point too money issue political advantages are way way loop holes everything may much money allotted used effectively one knows hope every athlete honored way like winners would inspiration n encouragement next generation athletes talented athletes come privileged poor socioeconomic background fight odds represent nation internationally deserve respect n appreciation too ,0
5411,As these politicians are incapable of taking a appropriate decision I humbly request all the three heads of our forces to request the President to give them the authority to take appropriate action to retaliate and give justice to our brave hearts.,politicians incapable taking appropriate decision humbly request three heads forces request president give authority take appropriate action retaliate give justice brave hearts ,1
5412,Victory for the truth,victory truth,0
5413,Y he is not recovering loans from big corporates who owe to this country,recovering loans big corporates owe country,1
5414,At least those North Indian fanatics really don't eat Beef n have a right (vocal ) to object but Malayalee ? What frauds of the nth kind. ? Have you heard of any Malayalee who will show revulsion to beef ? at the most say he doesn't take MEAT which means no meat and not any dislike to Beef. !!,least north indian fanatics really eat beef n right vocal object malayalee frauds nth kind heard malayalee show revulsion beef say take meat means meat dislike beef ,1
5415,Like old undertaker entrance.. He'll come riding the bike ˜‚˜‚,like old undertaker entrance he come riding bike ,1
5416,you peoiple has helped to divide India based oin religion and made Muslism country and destroyed India ---do not give lecture in Sanghi ok.,peoiple helped divide india based oin religion made muslism country destroyed india do give lecture sanghi ok ,1
5417,"trump goona clean terotist ,,like Isis ,u think him racist ,",trump goona clean terotist like isis u think racist ,1
5418,"Definitely commuter need be cautious while driving on this bridge, very first contractor suppose to provide 100 yr performance guaranty, media should publish who is contractor and Government should put permanent ban him from doing such mishaps.",definitely commuter need cautious driving bridge first contractor suppose provide yr performance guaranty media publish contractor government put permanent ban mishaps ,1
5419,Appalling to say the least at a time when consumption required a boost. Withdrawal of incremental CRR is a relief.,appalling say least time consumption required boost withdrawal incremental crr relief ,0
5420,Shirish Kunder enters a password(Shirish Kunder) computer be like special characters needed re-enters( shirsh who was slapped by Shahrukh Khan) Computer-Accepted.,shirish kunder enters password shirish kunder computer like special characters needed re enters shirsh slapped shahrukh khan computer accepted ,0
5421,Crude will it touch $60 in Dec,crude touch dec,0
5422,Awesome retort!,awesome retort ,0
5423,"why not in other name instead of ""tax"" and make it voluntary?",name instead tax make voluntary ,0
5424,How will be psu banks next week...rate cut 25 or 50 ?,psu banks next week rate cut ,0
5425,Now people will start trolling bill gates will start saying he is a so called bhakts.,people start trolling bill gates start saying called bhakts ,0
5426,Janata Dal (United) leader Sharad Yadav is tipped to emerge as a likely consensus candidate in this coming together of the opposition parties. Yadav said that the unity among anti-BJP parties has already begun in the Parliament and was now expanding to the ground as well.,janata dal united leader sharad yadav tipped emerge likely consensus candidate coming together opposition parties yadav said unity among anti bjp parties already begun parliament expanding ground well ,0
5427,"Check after 2 month he announcement for retirement, because he is not play under any captainship ˜‰˜",check month announcement retirement play captainship ,0
5428,"Really, he had to make this a religious issue, couldn't he just stick to noise pollution, but no he had to comment on Hindu and Muslim.",really make religious issue stick noise pollution comment hindu muslim ,1
5429,Respect to aull indians.... Jobless ... Cant sleaap well... I dnt like him,respect aull indians jobless cant sleaap well dnt like,1
5430,"irrespective of any political party,,,,, whoever politicians do such nonsense , has to punish,,,,,",irrespective political party whoever politicians nonsense punish ,1
5431,No value of Anna .,value anna ,1
5432,"we hindus care innocent animals unlike xtians and peacefools , thats why im proud hindu",hindus care innocent animals unlike xtians peacefools thats im proud hindu,1
5433,Reservation a problem!!! I agree education is compulsory to all..but give them a separate college..and let them enter the mainstream colleges with their own abilities..not by reservation! I didn't mean to separate them from us---JUST WANTED TO BE CLEAR!!,reservation problem agree education compulsory all but give separate college and let enter mainstream colleges abilities not reservation mean separate us just wanted clear ,1
5434,Really sad to hear this. One of the few respected gentlemen and eloquent speaker˜,really sad hear this one respected gentlemen eloquent speaker,0
5435,I don't need to own them when I can afford to use them,need afford use,1
5436,Anuj Sir guj nre not get my delish inititate debt restructuring,anuj sir guj nre get delish inititate debt restructuring,0
5437,Listen n admired you many occasions in last 7 years thru CNBC. But this one is spot on . Bold n Courageous (y) Well said Lata Venkatesh !!,listen n admired many occasions last years thru cnbc one spot bold n courageous y well said lata venkatesh ,0
5438,"Madam, with all due respects, USA does a lot unlike our country",madam due respects usa lot unlike country,1
5439,then? Soldiers killed themself and mutilated themself? Asking for proof b.c,then soldiers killed themself mutilated themself asking proof b c,1
5440,Priyaka husband is involved in scam so u want her to be pm,priyaka husband involved scam u want pm,1
5441,"Erm no it hasn't. There was no ban in 201, new vetting procedures were put inplace wich slowed immigration during the switch from old too new - but at no point was anyone banned. @url I ifnd it funny how you insult others for their lack of research whilst proving you havent done any yourself. Amazing.",erm hasn ban new vetting procedures put inplace wich slowed immigration switch old new point anyone banned ifnd funny insult others lack research whilst proving havent done yourself amazing ,1
5442,How many government lED light manufacturer companies can u able to tell...,many government led light manufacturer companies u able tell ,0
5443,"He praised on the effort of curving open defecation.It has decreased to 100 million.By 2019 if gone by this rate,it will vanish.Modi gets credit",praised effort curving open defecation it decreased million by gone rate it vanish modi gets credit,0
5444,"That's not funny, Idk why this has the laughing face, what's the point of messing up their bodies like that other than to torture their parents and familes, I feel bad for those familes",that funny idk laughing face what point messing bodies like torture parents familes feel bad familes,0
